Values,VariableName
-29.435069118016163,(Intercept)
2.561316923428742,home_away1
0.6943081807559469,Pts
0.8191113435170936,defPts
0.2652455111471037,SOS
-0.3852270261988906,DefSOS
7.118852458266346,FO_OFEI
-10.817778705532845,FO_ODE
6.45644000002811,FO_OPD
-9.210878556231323,FO_DFEI
7.597062272923327,FO_DPE
