home_team,away_team,spread,spread_open,over_under,over_under_open,provider,home_points,away_points,rownumberid
Western Illinois,Northern Iowa,15,NA,54,NA,Caesars Sportsbook (Colorado),12,42,675
Western Illinois,Northern Iowa,16.5,NA,54,NA,consensus,10.5,43.5,676
Southeast Missouri State,Central Arkansas,-4,NA,57,NA,William Hill (New Jersey),32.5,24.5,677
Drake,Marist,-7,NA,42,NA,William Hill (New Jersey),28,14,678
Drake,Marist,-7,NA,42.5,NA,consensus,28.25,14.25,679
Austin Peay,Eastern Kentucky,-1.5,NA,63.5,NA,William Hill (New Jersey),33.25,30.25,680
Austin Peay,Eastern Kentucky,-1.5,NA,63.5,NA,consensus,33.25,30.25,681
Southern Illinois,North Dakota,-4,NA,60,NA,William Hill (New Jersey),34,26,682
Southern Illinois,North Dakota,-4,NA,60,NA,consensus,34,26,683
Missouri State,South Dakota State,2,NA,52.5,NA,William Hill (New Jersey),24.25,28.25,684
Princeton,Lehigh,-24,NA,49,NA,Caesars Sportsbook (Colorado),48.5,0.5,685
Princeton,Lehigh,-24,NA,49.5,NA,consensus,48.75,0.75,686
Samford,Western Carolina,-3.5,NA,77,NA,William Hill (New Jersey),42,35,687
Samford,Western Carolina,-3.5,NA,77,NA,consensus,42,35,688
Towson,New Hampshire,6,NA,46.5,NA,William Hill (New Jersey),17.25,29.25,689
Towson,New Hampshire,6,NA,46.5,NA,consensus,17.25,29.25,690
Albany,Central Connecticut,-17,NA,48,NA,William Hill (New Jersey),41,7,691
Albany,Central Connecticut,-17,NA,48,NA,consensus,41,7,692
William & Mary,Elon,-6.5,NA,50,NA,William Hill (New Jersey),31.5,18.5,693
William & Mary,Elon,-6.5,NA,50,NA,consensus,31.5,18.5,694
Delaware State,Merrimack,6,NA,45.5,NA,William Hill (New Jersey),16.75,28.75,695
Delaware State,Merrimack,6,NA,46.5,NA,consensus,17.25,29.25,696
Alabama State,Prairie View,6.5,NA,42.5,NA,William Hill (New Jersey),14.75,27.75,697
Stetson,Morehead State,2.5,NA,63.5,NA,William Hill (New Jersey),29.25,34.25,698
Stetson,Morehead State,2.5,NA,63.5,NA,consensus,29.25,34.25,699
Bethune-Cookman,Grambling,-2.5,NA,56.5,NA,William Hill (New Jersey),30.75,25.75,700
UNLV,Idaho State,-22.5,NA,51,NA,William Hill (New Jersey),48,3,701
UNLV,Idaho State,-22.5,NA,51,NA,consensus,48,3,702
UNLV,Idaho State,-23,-23.5,50,52.5,Bovada,48,2,703
Ball State,Northern Illinois,3,3.5,58.5,60.0,Bovada,26.25,32.25,704
Ball State,Northern Illinois,3,NA,58.5,NA,William Hill (New Jersey),26.25,32.25,705
Ball State,Northern Illinois,3.5,NA,58.5,NA,consensus,25.75,32.75,706
Ball State,Northern Illinois,3.5,NA,58.5,NA,teamrankings,25.75,32.75,707
New Hampshire,Monmouth,1.5,1.5,48.5,48.5,Bovada,22.75,25.75,708
New Hampshire,Monmouth,1.5,NA,48.5,NA,Caesars Sportsbook (Colorado),22.75,25.75,709
New Hampshire,Monmouth,1.5,NA,48.5,NA,consensus,22.75,25.75,710
Ball State,Western Michigan,6.5,6.5,52,55.5,Bovada,19.5,32.5,711
Ball State,Western Michigan,6.5,NA,51.5,NA,William Hill (New Jersey),19.25,32.25,712
Ball State,Western Michigan,6.5,NA,51.5,NA,consensus,19.25,32.25,713
Ball State,Western Michigan,6.5,NA,51.5,NA,teamrankings,19.25,32.25,714
Tennessee,Akron,-47.5,-47.5,67,65.5,Bovada,81,-14,715
Tennessee,Akron,-47.5,NA,67,NA,William Hill (New Jersey),81,-14,716
Tennessee,Akron,-47.5,NA,67,NA,consensus,81,-14,717
Tennessee,Akron,-47.5,NA,67,NA,teamrankings,81,-14,718
Campbell,The Citadel,-9.5,NA,56,NA,William Hill (New Jersey),37.5,18.5,719
Campbell,The Citadel,-9.5,NA,56,NA,consensus,37.5,18.5,720
Campbell,The Citadel,-10,-10.0,56,56.0,Bovada,38,18,721
Tennessee,Ball State,-37,-28.0,66,68.0,Bovada,70,-4,722
Tennessee,Ball State,-35.5,NA,66.5,NA,William Hill (New Jersey),68.75,-2.25,723
Tennessee,Ball State,-35.5,NA,66.5,NA,consensus,68.75,-2.25,724
Tennessee,Ball State,-37,NA,66.5,NA,teamrankings,70.25,-3.75,725
UAB,Alabama A&M,-41,-41.0,60.5,63.5,Bovada,71.25,-10.75,726
UAB,Alabama A&M,-40.5,NA,60.5,NA,William Hill (New Jersey),70.75,-10.25,727
UAB,Alabama A&M,-40.5,NA,60.5,NA,consensus,70.75,-10.25,728
Missouri,Louisiana Tech,-20.5,-17.0,62.5,58.5,Bovada,51.75,10.75,729
Missouri,Louisiana Tech,-20.5,NA,62.5,NA,William Hill (New Jersey),51.75,10.75,730
Missouri,Louisiana Tech,-20.5,NA,62.5,NA,consensus,51.75,10.75,731
Missouri,Louisiana Tech,-20,NA,62.5,NA,teamrankings,51.25,11.25,732
Illinois,Chattanooga,-20,NA,44,NA,William Hill (New Jersey),42,2,733
Illinois,Chattanooga,-20,NA,44.5,NA,consensus,42.25,2.25,734
Michigan State,Western Michigan,-22,-19.0,54.5,54.5,Bovada,49.25,5.25,735
Michigan State,Western Michigan,-21.5,NA,54.5,NA,William Hill (New Jersey),48.75,5.75,736
Michigan State,Western Michigan,-21.5,NA,54.5,NA,consensus,48.75,5.75,737
Michigan State,Western Michigan,-22,NA,54.5,NA,teamrankings,49.25,5.25,738
Pittsburgh,West Virginia,-7.5,-7.0,50,55.0,Bovada,32.5,17.5,739
Pittsburgh,West Virginia,-7.5,NA,51,NA,William Hill (New Jersey),33,18,740
Pittsburgh,West Virginia,-7.5,NA,51,NA,consensus,33,18,741
Pittsburgh,West Virginia,-7.5,NA,50,NA,teamrankings,32.5,17.5,742
Temple,Rutgers,18,17.0,43,44.5,Bovada,3.5,39.5,743
Temple,Rutgers,18,NA,43.5,NA,Caesars Sportsbook (Colorado),3.75,39.75,744
Temple,Rutgers,18,NA,42.5,NA,consensus,3.25,39.25,745
Temple,Rutgers,18,NA,42.5,NA,teamrankings,3.25,39.25,746
Duke,North Carolina A&T,-30.5,NA,53,NA,William Hill (New Jersey),57,-4,747
Duke,North Carolina A&T,-30.5,NA,53,NA,consensus,57,-4,748
Tarleton State,Mississippi Valley State,-13,NA,51,NA,William Hill (New Jersey),38.5,12.5,749
Tarleton State,Mississippi Valley State,-13,NA,51,NA,consensus,38.5,12.5,750
Robert Morris,Dayton,-1.5,NA,59.5,NA,William Hill (New Jersey),31.25,28.25,751
Arkansas,Cincinnati,-7,-7.5,54.5,54.0,Bovada,34.25,20.25,752
Arkansas,Cincinnati,-6.5,NA,54.5,NA,William Hill (New Jersey),33.75,20.75,753
Arkansas,Cincinnati,-6.5,NA,54.5,NA,consensus,33.75,20.75,754
Arkansas,Cincinnati,-6.5,NA,54.5,NA,teamrankings,33.75,20.75,755
Wagner,Fordham,27.5,28.5,64,64.0,Bovada,4.5,59.5,756
Wagner,Fordham,28.5,NA,64,NA,William Hill (New Jersey),3.5,60.5,757
Wagner,Fordham,27.5,NA,64,NA,consensus,4.5,59.5,758
Georgia,Oregon,-16,-17,54,51.0,Bovada,43,11,759
Georgia,Oregon,-16,NA,54.5,NA,William Hill (New Jersey),43.25,11.25,760
Georgia,Oregon,-16,NA,54.5,NA,consensus,43.25,11.25,761
Georgia,Oregon,-16,NA,54.5,NA,teamrankings,43.25,11.25,762
San Diego State,Arizona,-6.5,-7.0,46.5,49.5,Bovada,29.75,16.75,763
San Diego State,Arizona,-6,NA,46.5,NA,William Hill (New Jersey),29.25,17.25,764
San Diego State,Arizona,-6.5,NA,46.5,NA,consensus,29.75,16.75,765
San Diego State,Arizona,-6,NA,46.5,NA,teamrankings,29.25,17.25,766
Wyoming,Tulsa,6.5,2.0,46,46.5,Bovada,16.5,29.5,767
Wyoming,Tulsa,6.5,NA,46,NA,William Hill (New Jersey),16.5,29.5,768
Wyoming,Tulsa,6.5,NA,46,NA,consensus,16.5,29.5,769
Wyoming,Tulsa,6.5,NA,47,NA,teamrankings,17,30,770
Louisiana,Southeastern Louisiana,-13,-13.0,61,61.0,Bovada,43.5,17.5,771
Louisiana,Southeastern Louisiana,-13,NA,61,NA,William Hill (New Jersey),43.5,17.5,772
Louisiana,Southeastern Louisiana,-13.5,NA,61,NA,consensus,44,17,773
Nebraska,North Dakota,-28,-29.5,62.5,62.5,Bovada,59.25,3.25,774
Nebraska,North Dakota,-28.5,NA,62.5,NA,William Hill (New Jersey),59.75,2.75,775
Nebraska,North Dakota,-28.5,NA,62.5,NA,consensus,59.75,2.75,776
Texas State,Houston Christian,-26.5,NA,65,NA,William Hill (New Jersey),59,6,777
Texas State,Houston Christian,-26.5,NA,65,NA,consensus,59,6,778
Wisconsin,Illinois State,-36,-36.5,42.5,43.0,Bovada,57.25,-14.75,779
Wisconsin,Illinois State,-36.5,NA,42.5,NA,William Hill (New Jersey),57.75,-15.25,780
Wisconsin,Illinois State,-36.5,NA,42.5,NA,consensus,57.75,-15.25,781
Kentucky,Northern Illinois,-27.5,-25.0,53,53.0,Bovada,54,-1,782
Kentucky,Northern Illinois,-26.5,NA,53.5,NA,William Hill (New Jersey),53.25,0.25,783
Kentucky,Northern Illinois,-26.5,NA,53,NA,consensus,53,0,784
Kentucky,Northern Illinois,-27,NA,52.5,NA,teamrankings,53.25,-0.75,785
New Mexico State,Hawai'i,-4.5,-2.0,53,55.0,Bovada,31,22,786
New Mexico State,Hawai'i,-4.5,NA,53,NA,William Hill (New Jersey),31,22,787
New Mexico State,Hawai'i,-4.5,NA,53,NA,consensus,31,22,788
New Mexico State,Hawai'i,-4.5,NA,53,NA,teamrankings,31,22,789
Northwestern,Nebraska,13,10,52,52.0,Bovada,13,39,790
Northwestern,Nebraska,12,NA,52.5,NA,William Hill (New Jersey),14.25,38.25,791
Northwestern,Nebraska,12.5,NA,52,NA,consensus,13.5,38.5,792
Northwestern,Nebraska,12,NA,52.5,NA,teamrankings,14.25,38.25,793
Maryland,Buffalo,-24,-20.5,66,64.5,Bovada,57,9,794
Maryland,Buffalo,-24,NA,65.5,NA,William Hill (New Jersey),56.75,8.75,795
Maryland,Buffalo,-24,NA,65.5,NA,consensus,56.75,8.75,796
Maryland,Buffalo,-24,NA,66,NA,teamrankings,57,9,797
Boston College,Rutgers,-9.5,-7.5,47,52.0,Bovada,33,14,798
Boston College,Rutgers,-9,NA,47,NA,Caesars Sportsbook (Colorado),32.5,14.5,799
Boston College,Rutgers,-9,NA,47.5,NA,consensus,32.75,14.75,800
Boston College,Rutgers,-8.5,NA,47,NA,teamrankings,32,15,801
Ole Miss,Troy,-21,-21.0,57,61.0,Bovada,49.5,7.5,802
Ole Miss,Troy,-21.5,NA,57,NA,William Hill (New Jersey),50,7,803
Ole Miss,Troy,-21.5,NA,57,NA,consensus,50,7,804
Ole Miss,Troy,-21.5,NA,56.5,NA,teamrankings,49.75,6.75,805
Miami (OH),Kent State,5,3.5,58.5,57.5,Bovada,24.25,34.25,806
Miami (OH),Robert Morris,-30,NA,54,NA,William Hill (New Jersey),57,-3,807
Miami (OH),Robert Morris,-30,NA,54,NA,consensus,57,-3,808
Kentucky,Youngstown State,-29,NA,49.5,NA,William Hill (New Jersey),53.75,-4.25,809
Kentucky,Youngstown State,-30,NA,49.5,NA,consensus,54.75,-5.25,810
Kentucky,Youngstown State,-30,-30.0,49.5,49.5,Bovada,54.75,-5.25,811
Ole Miss,Tulsa,-21,-20.5,66.5,62.5,Bovada,54.25,12.25,812
Ole Miss,Tulsa,-21,NA,66.5,NA,William Hill (New Jersey),54.25,12.25,813
Ole Miss,Tulsa,-21,NA,66.5,NA,consensus,54.25,12.25,814
Ole Miss,Tulsa,-21,NA,66.5,NA,teamrankings,54.25,12.25,815
Troy,Southern Mississippi,-6.5,-6.5,46,46.0,Bovada,29.5,16.5,816
Houston,Tulane,-5.5,-3.0,52,55.0,Bovada,31.5,20.5,817
Houston,Tulane,-5.5,NA,52,NA,William Hill (New Jersey),31.5,20.5,818
Houston,Tulane,-5.5,NA,51.5,NA,consensus,31.25,20.25,819
Houston,Tulane,-5,NA,52,NA,teamrankings,31,21,820
Kansas,Tennessee Tech,-30,-31.0,62,60.0,Bovada,61,1,821
Kansas,Tennessee Tech,-30.5,NA,59.5,NA,William Hill (New Jersey),60.25,-0.75,822
Kansas,Tennessee Tech,-30.5,NA,62,NA,consensus,61.5,0.5,823
Indiana,Illinois,-1,-3.0,48,48.5,Bovada,25,23,824
Indiana,Illinois,0,NA,47.5,NA,William Hill (New Jersey),23.75,23.75,825
Indiana,Illinois,-1,NA,47.5,NA,consensus,24.75,22.75,826
Indiana,Illinois,-1,NA,47.5,NA,teamrankings,24.75,22.75,827
Colorado,TCU,14,8.0,59.5,54.5,Bovada,15.75,43.75,828
Colorado,TCU,13.5,NA,59.5,NA,William Hill (New Jersey),16.25,43.25,829
Colorado,TCU,13.5,NA,59.5,NA,consensus,16.25,43.25,830
Colorado,TCU,13.5,NA,59,NA,teamrankings,16,43,831
East Carolina,NC State,12.5,10.5,52,57.5,Bovada,13.5,38.5,832
East Carolina,NC State,12.5,NA,51.5,NA,William Hill (New Jersey),13.25,38.25,833
East Carolina,NC State,12.5,NA,51.5,NA,consensus,13.25,38.25,834
East Carolina,NC State,12.5,NA,52,NA,teamrankings,13.5,38.5,835
UCF,South Carolina State,-43.5,NA,57.5,NA,William Hill (New Jersey),72.25,-14.75,836
UCF,South Carolina State,-43.5,NA,58,NA,consensus,72.5,-14.5,837
UCF,South Carolina State,-43.5,-39.5,58.5,57.0,Bovada,72.75,-14.25,838
Northern Illinois,Eastern Illinois,-35,-35.0,55.5,54.0,Bovada,62.75,-7.25,839
Northern Illinois,Eastern Illinois,-35,NA,55.5,NA,William Hill (New Jersey),62.75,-7.25,840
Northern Illinois,Eastern Illinois,-35,NA,55.5,NA,consensus,62.75,-7.25,841
Arizona State,Northern Arizona,-25.5,-27.5,52.5,52.0,Bovada,51.75,0.75,842
Arizona State,Northern Arizona,-25.5,NA,52,NA,William Hill (New Jersey),51.5,0.5,843
Arizona State,Northern Arizona,-25.5,NA,52.5,NA,consensus,51.75,0.75,844
Eastern Michigan,Eastern Kentucky,-10.5,-13.0,58,58.0,Bovada,39.5,18.5,845
Eastern Michigan,Eastern Kentucky,-11.5,NA,57.5,NA,William Hill (New Jersey),40.25,17.25,846
Eastern Michigan,Eastern Kentucky,-10.5,NA,57.5,NA,consensus,39.25,18.25,847
Old Dominion,Virginia Tech,6,7.0,48,52.5,Bovada,18,30,848
Old Dominion,Virginia Tech,6,NA,48.5,NA,William Hill (New Jersey),18.25,30.25,849
Old Dominion,Virginia Tech,6,NA,48.5,NA,consensus,18.25,30.25,850
Old Dominion,Virginia Tech,6,NA,48.5,NA,teamrankings,18.25,30.25,851
Duke,Temple,-9.5,-6.5,51,54.0,Bovada,35,16,852
Duke,Temple,-9.5,NA,51.5,NA,William Hill (New Jersey),35.25,16.25,853
Duke,Temple,-9.5,NA,51.5,NA,consensus,35.25,16.25,854
Duke,Temple,-9.5,NA,51.5,NA,teamrankings,35.25,16.25,855
Navy,Delaware,-13,-12.0,49.5,48.5,Bovada,37.75,11.75,856
Navy,Delaware,-12,NA,49,NA,William Hill (New Jersey),36.5,12.5,857
Navy,Delaware,-13,NA,48.5,NA,consensus,37.25,11.25,858
Virginia,Richmond,-21,NA,60.5,NA,William Hill (New Jersey),51.25,9.25,859
Virginia,Richmond,-21.5,NA,60.5,NA,consensus,51.75,8.75,860
Virginia,Richmond,-22.5,-21.0,62,58.5,Bovada,53.5,8.5,861
Ohio State,Notre Dame,-17,-14.5,59.5,58.0,Bovada,46.75,12.75,862
Ohio State,Notre Dame,-17,NA,58.5,NA,William Hill (New Jersey),46.25,12.25,863
Ohio State,Notre Dame,-17,NA,58.5,NA,consensus,46.25,12.25,864
Ohio State,Notre Dame,-17,NA,58.5,NA,teamrankings,46.25,12.25,865
Houston,Rice,-17.5,-17.0,52.5,57.5,Bovada,43.75,8.75,866
Houston,Rice,-17.5,NA,52,NA,William Hill (New Jersey),43.5,8.5,867
Houston,Rice,-17.5,NA,52.5,NA,consensus,43.75,8.75,868
Houston,Rice,-17.5,NA,52.5,NA,teamrankings,43.75,8.75,869
South Florida,Brigham Young,12.5,12.5,57.5,57.5,Bovada,16.25,41.25,870
South Florida,Brigham Young,11.5,NA,58.5,NA,William Hill (New Jersey),17.75,40.75,871
South Florida,Brigham Young,11.5,NA,58.5,NA,consensus,17.75,40.75,872
South Florida,Brigham Young,11,NA,58.5,NA,teamrankings,18.25,40.25,873
Air Force,Northern Iowa,-16,-15.0,47,44.0,Bovada,39.5,7.5,874
Air Force,Northern Iowa,-15,NA,46.5,NA,William Hill (New Jersey),38.25,8.25,875
Air Force,Northern Iowa,-14.5,NA,46.5,NA,consensus,37.75,8.75,876
Miami,Bethune-Cookman,-49.5,NA,60.5,NA,William Hill (New Jersey),79.75,-19.25,877
Miami,Bethune-Cookman,-49.5,NA,60.5,NA,consensus,79.75,-19.25,878
Marshall,Norfolk State,-40.5,NA,59,NA,William Hill (New Jersey),70,-11,879
Marshall,Norfolk State,-40.5,-40.5,59,59.0,Bovada,70,-11,880
Marshall,Norfolk State,-40.5,NA,59,NA,consensus,70,-11,881
Southern Mississippi,Liberty,3.5,4.0,49.5,53.5,Bovada,21.25,28.25,882
Southern Mississippi,Liberty,3.5,NA,50,NA,William Hill (New Jersey),21.5,28.5,883
Southern Mississippi,Liberty,3.5,NA,50,NA,consensus,21.5,28.5,884
Southern Mississippi,Liberty,3.5,NA,50,NA,teamrankings,21.5,28.5,885
North Texas,SMU,9.5,7.0,67.5,71.0,Bovada,24.25,43.25,886
North Texas,SMU,8.5,NA,66.5,NA,William Hill (New Jersey),24.75,41.75,887
North Texas,SMU,9.5,NA,67.5,NA,consensus,24.25,43.25,888
North Texas,SMU,9.5,NA,67.5,NA,teamrankings,24.25,43.25,889
Stanford,Colgate,-39,-40.0,52,51.0,Bovada,65,-13,890
Stanford,Colgate,-40,NA,51.5,NA,William Hill (New Jersey),65.75,-14.25,891
Stanford,Colgate,-40,NA,51.5,NA,consensus,65.75,-14.25,892
Clemson,Furman,-45.5,NA,51.5,NA,William Hill (New Jersey),71.25,-19.75,893
Clemson,Furman,-45.5,NA,51.5,NA,consensus,71.25,-19.75,894
Georgia,Samford,-53,NA,62.5,NA,William Hill (New Jersey),84.25,-21.75,895
Georgia,Samford,-53,NA,62.5,NA,consensus,84.25,-21.75,896
Washington,Portland State,-31,NA,55,NA,William Hill (New Jersey),58.5,-3.5,897
Washington,Portland State,-31,NA,55,NA,consensus,58.5,-3.5,898
Georgia Tech,Clemson,24.5,21.0,51.5,51.0,Bovada,1.25,50.25,899
Georgia Tech,Clemson,24,NA,51.5,NA,William Hill (New Jersey),1.75,49.75,900
Georgia Tech,Clemson,24.5,NA,51.5,NA,consensus,1.25,50.25,901
Georgia Tech,Clemson,24.5,NA,51,NA,teamrankings,1,50,902
Arkansas,South Carolina,-9.5,-9.0,56.5,53.0,Bovada,37.75,18.75,903
Arkansas,South Carolina,-9,NA,56.5,NA,William Hill (New Jersey),37.25,19.25,904
Arkansas,South Carolina,-8.5,NA,56,NA,consensus,36.5,19.5,905
Arkansas,South Carolina,-9,NA,56,NA,teamrankings,37,19,906
Vanderbilt,Wake Forest,14,6.5,65.5,61.5,Bovada,18.75,46.75,907
Vanderbilt,Wake Forest,13.5,NA,65,NA,William Hill (New Jersey),19,46,908
Vanderbilt,Wake Forest,13.5,NA,65,NA,consensus,19,46,909
Vanderbilt,Wake Forest,13.5,NA,65.5,NA,teamrankings,19.25,46.25,910
Miami,Southern Mississippi,-27,-27.0,50.5,57.0,Bovada,52.25,-1.75,911
Miami,Southern Mississippi,-27.5,NA,50,NA,William Hill (New Jersey),52.5,-2.5,912
Miami,Southern Mississippi,-27.5,NA,50.5,NA,consensus,52.75,-2.25,913
Miami,Southern Mississippi,-27.5,NA,51,NA,teamrankings,53,-2,914
Michigan State,Akron,-34.5,-34.5,56,56.0,Bovada,62.5,-6.5,915
Michigan State,Akron,-34.5,NA,56,NA,William Hill (New Jersey),62.5,-6.5,916
Michigan State,Akron,-34.5,NA,56,NA,consensus,62.5,-6.5,917
Michigan State,Akron,-34.5,NA,56,NA,teamrankings,62.5,-6.5,918
Oklahoma State,Arizona State,-12,-10.0,58.5,54.0,Bovada,41.25,17.25,919
Oklahoma State,Arizona State,-11.5,NA,58,NA,William Hill (New Jersey),40.5,17.5,920
Oklahoma State,Arizona State,-11.5,NA,58,NA,consensus,40.5,17.5,921
Oklahoma State,Arizona State,-12,NA,58.5,NA,teamrankings,41.25,17.25,922
San Diego State,Idaho State,-33,NA,50.5,NA,William Hill (New Jersey),58.25,-7.75,923
San Diego State,Idaho State,-33.5,NA,50.5,NA,consensus,58.75,-8.25,924
Louisiana Tech,Stephen F. Austin,-6.5,NA,65.5,NA,William Hill (New Jersey),39.25,26.25,925
Louisiana Tech,Stephen F. Austin,-6.5,NA,64.5,NA,consensus,38.75,25.75,926
Louisiana-Monroe,Nicholls,-4.5,NA,58.5,NA,William Hill (New Jersey),33.75,24.75,927
Louisiana-Monroe,Nicholls,-4.5,NA,58.5,NA,consensus,33.75,24.75,928
Tulsa,Northern Illinois,-6.5,-6.0,63,57.0,Bovada,38,25,929
Tulsa,Northern Illinois,-6.5,NA,63,NA,William Hill (New Jersey),38,25,930
Tulsa,Northern Illinois,-6.5,NA,63,NA,consensus,38,25,931
Tulsa,Northern Illinois,-6.5,NA,63,NA,teamrankings,38,25,932
Kansas State,Missouri,-7,-8.5,52.5,55.5,Bovada,33.25,19.25,933
Kansas State,Missouri,-7,NA,52.5,NA,William Hill (New Jersey),33.25,19.25,934
Kansas State,Missouri,-7.5,NA,52.5,NA,consensus,33.75,18.75,935
Kansas State,Missouri,-7,NA,52.5,NA,teamrankings,33.25,19.25,936
Pittsburgh,Tennessee,6,6.0,63,65.0,Bovada,25.5,37.5,937
Pittsburgh,Tennessee,6,NA,62.5,NA,William Hill (New Jersey),25.25,37.25,938
Pittsburgh,Tennessee,6,NA,62.5,NA,consensus,25.25,37.25,939
Pittsburgh,Tennessee,6,NA,63,NA,teamrankings,25.5,37.5,940
Ole Miss,Central Arkansas,-36.5,NA,61,NA,William Hill (New Jersey),67,-6,941
Ole Miss,Central Arkansas,-36.5,NA,61,NA,consensus,67,-6,942
Troy,Alabama A&M,-37.5,NA,52,NA,William Hill (New Jersey),63.5,-11.5,943
Troy,Alabama A&M,-37.5,NA,52,NA,consensus,63.5,-11.5,944
Virginia Tech,Boston College,-3,-3.0,45,45.0,Bovada,25.5,19.5,945
Virginia Tech,Boston College,-3,NA,45,NA,William Hill (New Jersey),25.5,19.5,946
Virginia Tech,Boston College,-3,NA,45,NA,consensus,25.5,19.5,947
Virginia Tech,Boston College,-2.5,NA,45,NA,teamrankings,25,20,948
Arizona,Mississippi State,13,8.5,58.5,61.0,Bovada,16.25,42.25,949
Arizona,Mississippi State,12.5,NA,58,NA,William Hill (New Jersey),16.5,41.5,950
Arizona,Mississippi State,12.5,NA,58,NA,consensus,16.5,41.5,951
Arizona,Mississippi State,11.5,NA,57.5,NA,teamrankings,17.25,40.25,952
Texas A&M,Appalachian State,-18,-16.5,54,54.0,Bovada,45,9,953
Texas A&M,Appalachian State,-18,NA,54,NA,William Hill (New Jersey),45,9,954
Texas A&M,Appalachian State,-18,NA,54,NA,consensus,45,9,955
Texas A&M,Appalachian State,-18,NA,54,NA,teamrankings,45,9,956
Liberty,UAB,6,5.0,50,52.0,Bovada,19,31,957
Liberty,UAB,6,NA,49.5,NA,William Hill (New Jersey),18.75,30.75,958
Liberty,UAB,6,NA,50,NA,consensus,19,31,959
Liberty,UAB,6,NA,50,NA,teamrankings,19,31,960
Indiana,Idaho,-24.5,NA,50.5,NA,William Hill (New Jersey),49.75,0.75,961
Indiana,Idaho,-24.5,NA,50.5,NA,consensus,49.75,0.75,962
Michigan,Hawai'i,-53,-50.0,66.5,65.0,Bovada,86.25,-19.75,963
Michigan,Hawai'i,-53,NA,66.5,NA,William Hill (New Jersey),86.25,-19.75,964
Michigan,Hawai'i,-52.5,NA,66.5,NA,consensus,85.75,-19.25,965
Michigan,Hawai'i,-52.5,NA,66.5,NA,teamrankings,85.75,-19.25,966
South Alabama,Nicholls,-13.5,-13.5,53,53.0,Bovada,40,13,967
South Alabama,Nicholls,-13.5,NA,53,NA,William Hill (New Jersey),40,13,968
South Alabama,Nicholls,-13.5,NA,53,NA,consensus,40,13,969
Oregon,Eastern Washington,-26.5,NA,69.5,NA,William Hill (New Jersey),61.25,8.25,970
Oregon,Eastern Washington,-27.5,NA,69.5,NA,consensus,62.25,7.25,971
Brigham Young,Baylor,-2.5,-2.5,55,53.0,Bovada,30,25,972
Brigham Young,Baylor,-2.5,NA,55,NA,William Hill (New Jersey),30,25,973
Brigham Young,Baylor,-2.5,NA,55,NA,consensus,30,25,974
Brigham Young,Baylor,-2.5,NA,54.5,NA,teamrankings,29.75,24.75,975
Fresno State,Oregon State,-1,-1.0,59,60.5,Bovada,30.5,28.5,976
Fresno State,Oregon State,-1,NA,58.5,NA,William Hill (New Jersey),30.25,28.25,977
Fresno State,Oregon State,-1,NA,58.5,NA,consensus,30.25,28.25,978
Fresno State,Oregon State,-1,NA,59,NA,teamrankings,30.5,28.5,979
Virginia,Old Dominion,-8,-10.5,52,53.0,Bovada,34,18,980
Virginia,Old Dominion,-8.5,NA,53.5,NA,William Hill (New Jersey),35.25,18.25,981
Virginia,Old Dominion,-8.5,NA,52.5,NA,consensus,34.75,17.75,982
Virginia,Old Dominion,-8,NA,52.5,NA,teamrankings,34.25,18.25,983
Central Michigan,Bucknell,-40.5,NA,59,NA,William Hill (New Jersey),70,-11,984
Central Michigan,Bucknell,-41,NA,59,NA,consensus,70.5,-11.5,985
Central Michigan,Bucknell,-41,-41.0,59,59.0,Bovada,70.5,-11.5,986
West Virginia,Towson,-41,NA,58.5,NA,William Hill (New Jersey),70.25,-11.75,987
West Virginia,Towson,-41,NA,58.5,NA,consensus,70.25,-11.75,988
West Virginia,Towson,-41,-39.0,58.5,58.5,Bovada,70.25,-11.75,989
Oregon,Brigham Young,-4,-4.0,58,56.5,Bovada,33,25,990
Oregon,Brigham Young,-3.5,NA,58,NA,William Hill (New Jersey),32.5,25.5,991
Oregon,Brigham Young,-3.5,NA,57.5,NA,consensus,32.25,25.25,992
Oregon,Brigham Young,-3.5,NA,58,NA,teamrankings,32.5,25.5,993
Massachusetts,Stony Brook,-1,-1.0,44,44.0,Bovada,23,21,994
Massachusetts,Stony Brook,-1,NA,44,NA,William Hill (New Jersey),23,21,995
Massachusetts,Stony Brook,-1,NA,44.5,NA,consensus,23.25,21.25,996
Alabama,Louisiana-Monroe,-49.5,-50.0,61.5,60.0,Bovada,80.25,-18.75,997
Alabama,Louisiana-Monroe,-49.5,NA,61.5,NA,William Hill (New Jersey),80.25,-18.75,998
Alabama,Louisiana-Monroe,-49.5,NA,61.5,NA,consensus,80.25,-18.75,999
Alabama,Louisiana-Monroe,-49.5,NA,68.5,NA,teamrankings,83.75,-15.25,1000
Northern Arizona,North Dakota,6,NA,48,NA,William Hill (New Jersey),18,30,1001
Lafayette,William & Mary,21,NA,38.5,NA,William Hill (New Jersey),-1.75,40.25,1002
Lafayette,William & Mary,21,NA,38.5,NA,consensus,-1.75,40.25,1003
Auburn,Penn State,2,3.0,47.5,48.5,Bovada,21.75,25.75,1004
Auburn,Penn State,2.5,NA,47.5,NA,William Hill (New Jersey),21.25,26.25,1005
Auburn,Penn State,2.5,NA,47.5,NA,consensus,21.25,26.25,1006
Auburn,Penn State,2.5,NA,47.5,NA,teamrankings,21.25,26.25,1007
